Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
alexS_character_procedures_862e4340	sale	(focused frown1) I can’t describe it. I feel like I’m without words.	game/alexS_character_procedures.rpy	618	sale "[what]"
alexS_character_procedures_d76db2f8	sale	(relaxed mutter1) You just help me feel more complete when you’re around.	game/alexS_character_procedures.rpy	621	sale "[what]"
alexS_character_procedures_4f8f571c	sale	The entire reason I’m even wearing this is because you yourself thought it was beautiful!	game/alexS_character_procedures.rpy	624	sale "[what]"
alexS_character_procedures_0275045b	sale	(frown3) Or, "cute," to use your own words.	game/alexS_character_procedures.rpy	627	sale "[what]"
alexS_character_procedures_8be9104d	sale	I guess this is just my way of saying…	game/alexS_character_procedures.rpy	630	sale "[what]"
alexS_character_procedures_6534a4e0	sale	... that we should make this day last forever!	game/alexS_character_procedures.rpy	633	sale "[what]"
alexS_character_procedures_bf68d9b5	sale	(glare) *You are my everything, Elisanne.*	game/alexS_character_procedures.rpy	636	sale "[what]"
alexS_character_procedures_782692e9	sale	(blush duchenne2) *Thank you for teaching me how to love again, Elly~. And for giving me the chance to love you again.*	game/alexS_character_procedures.rpy	639	sale "[what]"
alexS_character_procedures_b47331a2	sale	...	game/alexS_character_procedures.rpy	642	sale "[what]"
alexS_character_procedures_0a9b8e20	sale	Assuming I said that out loud, just know that I support you and His Majesty no matter what.	game/alexS_character_procedures.rpy	645	sale "[what]"
alex_character_procedures_33aae814	ale	Your Highness, there's something I wish to discuss with you.	game/alex_character_procedures.rpy	785	ale "[what]"
alex_character_procedures_ee07a4ca	ale	Now that I'm a part of your inner circle, I'm privy to a host of sensitive information that could greatly endanger our comrades if it slipped.	game/alex_character_procedures.rpy	786	ale "[what]"
alex_character_procedures_1a4970c4	ale	(askance grimace2) And I'm sure I don't have to remind you of the methods my former employers have used to gain information from others in the past...	game/alex_character_procedures.rpy	789	ale "[what]"
alex_character_procedures_7a39b77a	ale	That's why I need to gain as much control over my bodily and facial motions as possible. Even a small twitch at the wrong moment under torture could leak a sensitive piece of information to our enemies.	game/alex_character_procedures.rpy	792	ale "[what]"
alex_character_procedures_e35683ee	ale	(frown3) ...You say you're going to make sure I'm never in that position?...	game/alex_character_procedures.rpy	795	ale "[what]"
alex_character_procedures_2c8a7b9d	ale	...I don't know if I'll ever be able to be that confident, but... when you say it, it somehow reassures me a bit...	game/alex_character_procedures.rpy	798	ale "[what]"
alex_character_procedures_c0f1b818	ale	In any case, I've made up my mind. In order to not be a liability to you, I want you to make sure I can maintain composure from all angles and control my facial expressions.	game/alex_character_procedures.rpy	801	ale "[what]"
alex_character_procedures_0cef2095	ale	If you're ok doing so, I'd like you to check my physiological responses from a variety of angles while I change my expression.	game/alex_character_procedures.rpy	802	ale "[what]"
alex_character_procedures_d8db2f67	ale	I'll start with a 'relaxed' expression and a mutter ('mutter1') that's a restrained as possible. If there's any discrepancies you notice, please let me know.	game/alex_character_procedures.rpy	805	ale "[what]"
alex_character_procedures_51164d16	ale	And please also check the same expression ('relaxed, mutter1') from the back to make sure there aren't any wayward twitches in my neck or back muscles.	game/alex_character_procedures.rpy	809	ale "[what]"
alex_character_procedures_fddf18a5	ale	Now I'll switch to an 'angry' expression and a frown ('frown1'). Again, let me know about any discrepancies.	game/alex_character_procedures.rpy	814	ale "[what]"
alex_character_procedures_56479b3e	ale	And please also check the same expression ('angry, frown1') from the back to make sure there aren't any wayward twitches in my neck or back muscles.	game/alex_character_procedures.rpy	818	ale "[what]"
alex_character_procedures_ac35e493	ale	Now I'll try to make myself 'blush' and also have a second frown ('frown2'). Altering the circulation in my face is an important skill. Again, let me know about any discrepancies.	game/alex_character_procedures.rpy	823	ale "[what]"
alex_character_procedures_ec70b815	ale	And please also check the same expression ('blush, frown2') from the back to make sure there aren't any wayward twitches in my neck or back muscles.	game/alex_character_procedures.rpy	827	ale "[what]"
alex_character_procedures_eaa81303	ale	Now I'll try a 'focused' expression and a grimace ('grimace1'). Again, let me know about any discrepancies.	game/alex_character_procedures.rpy	832	ale "[what]"
alex_character_procedures_3f28475c	ale	And please also check the same expression ('focused, grimace1') from the back to make sure there aren't any wayward twitches in my neck or back muscles.	game/alex_character_procedures.rpy	836	ale "[what]"
alex_character_procedures_d71b1265	ale	Now I'll try a 'sad' expression and a pout ('pout1'). Again, let me know about any discrepancies.	game/alex_character_procedures.rpy	841	ale "[what]"
alex_character_procedures_3a9b1440	ale	And please also check the same expression ('sad, pout1') from the back to make sure there aren't any wayward twitches in my neck or back muscles.	game/alex_character_procedures.rpy	845	ale "[what]"
alex_character_procedures_aa347086	ale	It's also important to be able to maintain composure at high speaking volume so... I'm going to try a shocked ('shock') expression and a shout ('shout1')!!! Sorry about this, let me know if you see anything off!!	game/alex_character_procedures.rpy	850	ale "[what]"
alex_character_procedures_d060411b	ale	And also do the same thing from the back and check my expression ('shock, shout1')! Make sure there's nothing out of order!!	game/alex_character_procedures.rpy	854	ale "[what]"
alex_character_procedures_57d34275	ale	...I'm really sorry about subjecting you to that. I promise I'm almost done. Just check this squinting ('squint') expression with a smile ('smile1') and make sure it's all fairly composed.	game/alex_character_procedures.rpy	859	ale "[what]"
alex_character_procedures_af5e8d28	ale	And... also do the same thing from the back, please, like usual ('squint, smile1').	game/alex_character_procedures.rpy	863	ale "[what]"
alex_character_procedures_da3a1bdb	ale	And last but not least, I want to be able to convincingly feign surprise if given information that I said I didn't know. Does this 'surprised' expression look real enough?	game/alex_character_procedures.rpy	868	ale "[what]"
alex_character_procedures_91891f77	ale	Even from the back ('surprised')? If nothing's off, that probably means I have the required level of facial control to pull it off.	game/alex_character_procedures.rpy	872	ale "[what]"
alex_character_procedures_bc7fd232	ale	...Well, I think that's a pretty exhaustive routine. If you think everything's in order, then that puts me at ease...	game/alex_character_procedures.rpy	876	ale "[what]"
alex_character_procedures_16eb7a97	ale	...even if it meant I had to put on a somewhat, erm, embarrassing display back there... Thank goodness Elisanne wasn't around...	game/alex_character_procedures.rpy	879	ale "[what]"
alex_character_procedures_6a54fd94	ale	..."Were you making your face blush again intentionally just now?" ...Oh no, perhaps I still have a little ways to go on my facial control...	game/alex_character_procedures.rpy	882	ale "[what]"
combat_animation_test_ac23899f	bers	I will take this hit for you!!	game/animation_test_procedures.rpy	347	bers "[what]"
combat_animation_test_2374b7e3	bers	ARGH!	game/animation_test_procedures.rpy	351	bers "[what]"
combat_animation_test_4d9f24b4	bers	It has been a while since I've faced a blow that great!	game/animation_test_procedures.rpy	355	bers "[what]"
combat_animation_test_795b88f0	bers	Hrrrnngggh... I am injured but I can still fight!!	game/animation_test_procedures.rpy	359	bers "[what]"
combat_animation_test_64b9a646	bers	Take this, my foe!	game/animation_test_procedures.rpy	365	bers "[what]"
combat_animation_test_4b6b24a6	bers	Look out! The enemy strikes like lightning!	game/animation_test_procedures.rpy	369	bers "[what]"
combat_animation_test_d016135e	bers	Heh. The enemy's movements are slowing.	game/animation_test_procedures.rpy	373	bers "[what]"
combat_animation_test_a71e8af4	bers	En garde!!!	game/animation_test_procedures.rpy	380	bers "[what]"
combat_animation_test_5f78ed0d	bers	Is that all you have? I crave MORE!!!	game/animation_test_procedures.rpy	401	bers "[what]"
story_animation_test_ca8ca484	bers	...Ah, good morning.	game/animation_test_procedures.rpy	415	bers "[what]"
story_animation_test_d8fd71d8	bers	Yes, I am prepared for the fiend extermination mission. I simply must eat first.	game/animation_test_procedures.rpy	419	bers "[what]"
story_animation_test_a69c7d82	bers	I'm actually heading to the kitchen right now.	game/animation_test_procedures.rpy	423	bers "[what]"
story_animation_test_cbde1706	bers	Ah, my apologies, the kitchen is actually this way.	game/animation_test_procedures.rpy	427	bers "[what]"
story_animation_test_6cd94c4f	bers	How embarassing. You would think I would know the castle better by this point.	game/animation_test_procedures.rpy	431	bers "[what]"
story_animation_test_de31a695	bers	This should be the way to go.	game/animation_test_procedures.rpy	435	bers "[what]"
story_animation_test_5842cd66	bers	Argh! No, it's the other way!	game/animation_test_procedures.rpy	440	bers "[what]"
story_animation_test_a39a3145	bers	Or... was I right the second time?	game/animation_test_procedures.rpy	448	bers "[what]"
azul_dragalia_chapter1_418438a9	zeth	Oh, look, it's a church. This is really pretty.	game/azul_dragalia_chapter1.rpy	52	zeth "[what]"
azul_dragalia_chapter1_5ac2141d	zeth	It sure would be a shame if I--	game/azul_dragalia_chapter1.rpy	53	zeth "[what]"
azul_dragalia_chapter1_c63ff6df	zeth	Heh heh heh, get pwned church losers lmfao deez.	game/azul_dragalia_chapter1.rpy	67	zeth "[what]"
berserker_character_procedures_40b28e3a	bers	Ah, greetings. I did not expect you to join me on my night patrol.	game/berserker_character_procedures.rpy	229	bers "[what]"
berserker_character_procedures_d35f4272	bers	(neutral) As it happens, I once performed several jobs for this village back when I was a freelance mercenary.	game/berserker_character_procedures.rpy	232	bers "[what]"
berserker_character_procedures_2917013f	bers	(closed_neutral) What kinds of jobs? I would rather not trouble you with those details.	game/berserker_character_procedures.rpy	235	bers "[what]"
berserker_character_procedures_c25d13e7	bers	(downcast) Back in those days, I didn't bother to question the morality of my jobs. As long as the commission provided a challenge, I relished it.	game/berserker_character_procedures.rpy	238	bers "[what]"
berserker_character_procedures_2620b21f	bers	(glint) There are, of course, days when I miss the freedom of that sort of lifestyle. Everyone was a potential opponent, and I did not have to temper my nature.	game/berserker_character_procedures.rpy	241	bers "[what]"
berserker_character_procedures_f04e26be	bers	(glint2) Fufufu... there was a particularly notorious bandit who had captured hostages. He was a strong, skilled fighter, and at the time, I intentionally drew out our fight, relishing the clash of steel on steel!	game/berserker_character_procedures.rpy	244	bers "[what]"
berserker_character_procedures_6cb52d61	bers	(askance) ...Ahem. My apologies, I became carried away for a moment.	game/berserker_character_procedures.rpy	247	bers "[what]"
berserker_character_procedures_ae12d2a9	bers	(surprised) In any case, since joining your cause, I've had to practice more restraint, but... I've found a unique form of gratification in wielding my sword to save lives rather than claiming them.	game/berserker_character_procedures.rpy	250	bers "[what]"
berserker_character_procedures_abe15a65	bers	It's rather fulfilling. I'm not sure if it exactly makes me feel 'alive' like I desire, but my sleep has come easier than in the past.	game/berserker_character_procedures.rpy	253	bers "[what]"
berserker_character_procedures_e7794179	bers	Of course, it may be possible that these new times of peace are dulling my fighters' instincs...	game/berserker_character_procedures.rpy	254	bers "[what]"
berserker_character_procedures_f4a76016	bers	(burn) You promised you would fight me in dragon form as often as necessary, correct? There is a field right over there. Surely we could spare ten minutes to...	game/berserker_character_procedures.rpy	257	bers "[what]"
berserker_character_procedures_e7ac1d32	bers	(burn2) ...Yes, "right now!!!" My bloodlust burns, and I must release it!!! LET ME FIGHT THE BEAST!!!	game/berserker_character_procedures.rpy	260	bers "[what]"
berserker_character_procedures_4932aa98	bers	RAAAAAAAAAAAAH!!!!	game/berserker_character_procedures.rpy	261	bers "[what]"
brunhilda_character_procedures_c51820a6	brun	I see you've come to the heart of my domain. How exciting!	game/brunhilda_character_procedures.rpy	280	brun "[what]"
brunhilda_character_procedures_8013aa3b	brun	(normal) I would say, "welcome home, darling," but I think these conditions may be a little extreme to be our love nest...	game/brunhilda_character_procedures.rpy	283	brun "[what]"
brunhilda_character_procedures_30ded664	brun	(surprised) Plus, I haven't had a chance to clean up! You really must tell me when you're coming over, darling!	game/brunhilda_character_procedures.rpy	286	brun "[what]"
brunhilda_character_procedures_87972a46	brun	(closed) You don't have to try so hard to accomodate me! I've already gone through the trouble of forming a pact with you, so you don't have to impress me with recklessness.	game/brunhilda_character_procedures.rpy	289	brun "[what]"
brunhilda_character_procedures_8104c99f	brun	(open1) Of course, my doors are always open to you when you come for a visit!	game/brunhilda_character_procedures.rpy	292	brun "[what]"
brunhilda_character_procedures_38e06b51	brun	(wide1) ...What?! You're just here for some flame ore?!	game/brunhilda_character_procedures.rpy	295	brun "[what]"
brunhilda_character_procedures_79164a30	brun	(closed1) And here I thought you wanted to see me...	game/brunhilda_character_procedures.rpy	298	brun "[what]"
brunhilda_character_procedures_cf31bbde	brun	(open1_flap) HMPH! Well, do what you want!! It's none of my concern!!! Just scram, then!!	game/brunhilda_character_procedures.rpy	301	brun "[what]"
brunhilda_character_procedures_35666f39	brun	(wide1_flap) H-Huffy?!! You're saying I'm acting huffy?!! Oh, you haven't seen anything!!!	game/brunhilda_character_procedures.rpy	304	brun "[what]"
brunhilda_character_procedures_2ef5ca3a	brun	THIS is acting huffy!!!	game/brunhilda_character_procedures.rpy	309	brun "[what]"
brunhilda_character_procedures_1b379a46	brun	(normal wide1) Behold the true wrath of a woman scorned!!!	game/brunhilda_character_procedures.rpy	312	brun "[what]"
brunhilda_character_procedures_4d6849ed	brun	(closed open1) Y-You're not even going to pretend to be afraid?!	game/brunhilda_character_procedures.rpy	315	brun "[what]"
brunhilda_character_procedures_00e7c06b	brun	(wide1_flap) H-Hey!!! Don't just walk away!!!!	game/brunhilda_character_procedures.rpy	318	brun "[what]"
brunhilda_character_procedures_1b535fd2	brun	PAY ATTENTION TO ME, DANGIT!!!!!! GEEZ!!!!	game/brunhilda_character_procedures.rpy	322	brun "[what]"
chapter01_4b471585	f	Die, cishet. I'm busy kissing my lesbian android girlfriend.	game/chapter01.rpy	49	f "[what]"
chapter01_040a10b0	b	Are you challenging me to combat? Before we fight, you must know that I scare small children at night.	game/chapter01.rpy	58	b "[what]"
chapter01_b4591689	a	lmfao you don't understand the meaning of fear i'm gonna teach you freedom aka murder you in your sleep rofl.	game/chapter01.rpy	64	a "[what]"
chapter01_e3ac90bf	e	Trans rights forever.	game/chapter01.rpy	73	e "[what]"
chapter01_3142dd7c	a	wait that doesn't have anything to do with the current situation--	game/chapter01.rpy	79	a "[what]"
chapter01_ddb5c66f	b	Holy Hildegarde, those robots just ran over a child in cold blood. Clearly they are worthy adversaries.	game/chapter01.rpy	83	b "[what]"
chapter01_4c913399	b	I demand a duel to the death! We shall see whose wokeness stands on top!!!	game/chapter01.rpy	91	b "[what]"
chapter04_c5322701	bers	Ah! I'm here! That means I was able to transcend the bounds of my own world and arrive here!	game/chapter04.rpy	15	bers "[what]"
chapter04_564b91f5	pia	Whoa, me too!	game/chapter04.rpy	20	pia "[what]"
chapter04_6aba3f96	elly	I have also arrived!	game/chapter04.rpy	25	elly "[what]"
chapter04_590b7a11	eir	Arrival in otherworld successful. Proceeding with investigative protocols.	game/chapter04.rpy	30	eir "[what]"
chapter04_a1598d0a	fin	And I'm here, too!!!	game/chapter04.rpy	34	fin "[what]"
chelle_character_procedures_1d257516	chell	Ah, greetings, Nadine. Care for some tea? My servants have just brewed a fresh pot.	game/chelle_character_procedures.rpy	423	chell "[what]"
chelle_character_procedures_1b551002	chell	(neutral smile1) I suppose you're wondering why I've summoned you. You see, I'm aware of the fact that you have a rather unique piece of technology.	game/chelle_character_procedures.rpy	426	chell "[what]"
chelle_character_procedures_4881ead7	chell	(relaxed mutter1) ...'Clix,' you call it? More accurately, I believe it is a materium-powered light mana distortion and processing device.	game/chelle_character_procedures.rpy	429	chell "[what]"
chelle_character_procedures_d4300ef2	chell	(focused smile2) Well, no matter! More importantly, I wish very much to see a demonstration of this otherworldly technology.	game/chelle_character_procedures.rpy	432	chell "[what]"
chelle_character_procedures_a1463f31	chell	(focused2) So: if you would, please collect some images of me so I can witness the process in action.	game/chelle_character_procedures.rpy	435	chell "[what]"
chelle_character_procedures_bb73c1cf	chell	(pained frown1) ...A 'selfie?' Very well, if you must. I suppose it's natural to commemorate one's meeting with royalty...	game/chelle_character_procedures.rpy	438	chell "[what]"
chelle_character_procedures_38afb704	chell	(flinch frown2) ...Astounding. I wasn't expecting that flash to occur at the moment of capture.	game/chelle_character_procedures.rpy	448	chell "[what]"
chelle_character_procedures_0583542f	chell	(smile3) Well, with that taken care of, shall we commit more images of moi to your device? I would like to see if it can capture images from a greater distance.	game/chelle_character_procedures.rpy	451	chell "[what]"
chelle_character_procedures_fb488634	chell	(fan fan_eyes fan_mouth) Be sure to capture me at my most ravishing! Hee hee!	game/chelle_character_procedures.rpy	454	chell "[what]"
chelle_character_procedures_53fd7f94	chell	(fan_eyes_closed) Well, I must say, this technology holds a lot of promise. Does it have any other capabilities you wish to mention?	game/chelle_character_procedures.rpy	462	chell "[what]"
chelle_character_procedures_a1483100	chell	(normal surprised shout1) ...You say it can send the image to Lief? Wh-Whyever would it even be CAPABLE of that?? This is entirely unexpected, please don't--	game/chelle_character_procedures.rpy	465	chell "[what]"
chelle_character_procedures_82c19592	chell	(angry) ...Oh, you are just terrible! Did Euden put you up to teasing me?? How boorish!	game/chelle_character_procedures.rpy	468	chell "[what]"
chelle_character_procedures_d37d4f70	chell	(sad frown3) Honestly, it's not right to play with the heart of a lady! Tell my brother that he's not the only one with compromising personal information that can be weaponized!	game/chelle_character_procedures.rpy	471	chell "[what]"
chelle_character_procedures_44cdd86d	chell	If Euden wants to play this game, I'm happy to cause him some embarrassment as well. And... perhaps your 'Clix' could be involved in the payback, if you'd be interested in some mischief...	game/chelle_character_procedures.rpy	474	chell "[what]"
chelseaV_character_procedures_21787264	vchel	AAAAAAAH!!! I'm SO excited for my Valentine's date with Luccy!!!	game/chelseaV_character_procedures.rpy	509	vchel "[what]"
chelseaV_character_procedures_fc5bf8cf	vchel	Oh. But sometimes when Luccy sees my face, he runs away.	game/chelseaV_character_procedures.rpy	514	vchel "[what]"
chelseaV_character_procedures_21423ce9	vchel	I'd better make sure I can control my facial expressions so I can be exactly what Luccy wants.	game/chelseaV_character_procedures.rpy	515	vchel "[what]"
chelseaV_character_procedures_29c08880	vchel	And then he'll be MINE FOREVER AND WE'LL GET MARRIED AND HAVE TWELVE BEAUTIFUL CHILDREN!!!	game/chelseaV_character_procedures.rpy	520	vchel "[what]"
chelseaV_character_procedures_8c406a9f	vchel	...No, no, cool it, Chelsea, this is exactly the kind of thing that scares Luccy away.	game/chelseaV_character_procedures.rpy	525	vchel "[what]"
chelseaV_character_procedures_35309c74	vchel	I need to make sure I'm the perfect girl for Luccy. The only thing that matters is his happiness.	game/chelseaV_character_procedures.rpy	526	vchel "[what]"
chelseaV_character_procedures_883622fe	vchel	Ok, I can do this. Time to visualize the situation and practice my face in the mirror.	game/chelseaV_character_procedures.rpy	530	vchel "[what]"
